ATU_Number,Title,Category,Subsection,Status,Exemplar_Tales,Sources,Notes
564,The Magic Providing Purse (Fortunatus),Tales of Magic,Magic Objects,active,"""Fortunatus"" (German chapbook, 1509); Italian and French purse-tales",Claude (model knowledge),
565,The Magic Mill,Tales of Magic,Magic Objects,active,"""Why the Sea is Salt"" / ""Hvorfor havet er salt"" (Asbjørnsen & Moe); Finnish Sampo traditions (partial); related Korean and Japanese variants",Claude (model knowledge),
566,The Three Magic Objects and the Wonderful Fruits (Fortunatus),Tales of Magic,Magic Objects,active,"""Der Krautesel"" / ""The Donkey Cabbage"" (Grimm KHM 122); ""Fortunatus"" cycle",Claude (model knowledge),
567,The Magic Bird-Heart,Tales of Magic,Magic Objects,active,"""Die beiden Wanderer"" / ""The Two Travellers"" (Grimm KHM 107, related); ""The Two Brothers"" overlap",Claude (model knowledge),
568,,Tales of Magic,Magic Objects,unassigned,,,No widely documented type.
569,"The Knapsack, the Hat, and the Horn",Tales of Magic,Magic Objects,active,"""Der Ranzen, das Hütlein und das Hörnlein"" / ""The Knapsack, the Hat, and the Horn"" (Grimm KHM 54)",Claude (model knowledge),
570,The Rabbit-Herd,Tales of Magic,Magic Objects,active,"""Die goldenen Gänse"" tradition; Norwegian and German rabbit-herd variants",Claude (model knowledge),
571,Making the Princess Laugh,Tales of Magic,Magic Objects,active,"""Die goldene Gans"" / ""The Golden Goose"" (Grimm KHM 64); ""The Magic Swan"" variants",Claude (model knowledge),
572-574,,Tales of Magic,Magic Objects,unassigned,,,
575,The Prince's Wings,Tales of Magic,Magic Objects,active,"""Der König vom goldenen Berge"" tradition; 1001 Nights mechanical-horse variants",Claude (model knowledge),
576-579,,Tales of Magic,Magic Objects,unassigned,,,
580,Beloved of Women,Tales of Magic,Magic Objects,active,—,Claude (model knowledge),Rarely cited.
581-585,,Tales of Magic,Magic Objects,unassigned,,,
586,,Tales of Magic,Magic Objects,unassigned,,,
587-589,,Tales of Magic,Magic Objects,unassigned,,,
590,The Prince and the Arm Bands (The Faithless Mother),Tales of Magic,Magic Objects,active,"""The Prince and the Arm-Bands"" tales; Russian ""The Faithless Sister"" overlap (315)",Claude (model knowledge),
591,The Thieving Pot,Tales of Magic,Magic Objects,active,—,Claude (model knowledge),
592,The Jew Among Thorns,Tales of Magic,Magic Objects,active,"""Der Jude im Dorn"" / ""The Jew Among Thorns"" (Grimm KHM 110)",Claude (model knowledge),Grimm tale now widely recognized as antisemitic; retained in ATU for classification purposes but rarely anthologized.
593,Fiddevav (The Magical Hat of Nails),Tales of Magic,Magic Objects,active,Scandinavian variants,Claude (model knowledge),
594-599,,Tales of Magic,Magic Objects,unassigned,,,Gap before the 600 cluster. Sparse zone in Magic Objects subsection.
600-609,,Tales of Magic,Magic Objects,unassigned,,,Largely unassigned range in Uther 2004 open-source references.
610,The Fruits That Cure the Princess,Tales of Magic,Magic Objects,active,"""Die drei Federn"" partial overlap; Italian and Balkan variants",Claude (model knowledge),
611,The Gifts of the Fairies,Tales of Magic,Magic Objects,active,—,Claude (model knowledge),
612,The Three Snake-Leaves,Tales of Magic,Magic Objects,active,"""Die drei Schlangenblätter"" / ""The Three Snake-Leaves"" (Grimm KHM 16)",Claude (model knowledge),
613,The Two Travelers (Truth and Falsehood),Tales of Magic,Magic Objects,active,"""Die beiden Wanderer"" / ""The Two Travellers"" (Grimm KHM 107); ""Right and Wrong"" variants; Japanese ""Kachi-kachi Yama"" partial overlap",Claude (model knowledge),
614-619,,Tales of Magic,Magic Objects,unassigned,,,
620-649,,Tales of Magic,Magic Objects,unassigned,,,Largely unassigned range at the end of Magic Objects subsection; catalogue resumes at 650.
651,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,
652,The Prince Whose Wishes Always Come True,Tales of Magic,Supernatural Power or Knowledge,active,—,Claude (model knowledge),
653,The Four Skillful Brothers,Tales of Magic,Supernatural Power or Knowledge,active,"""Die vier kunstreichen Brüder"" / ""The Four Skillful Brothers"" (Grimm KHM 129); ""The Four Artful Brothers""",Claude (model knowledge),
654,The Three Brothers (The Three Masters),Tales of Magic,Supernatural Power or Knowledge,active,"""Die drei Brüder"" / ""The Three Brothers"" (Grimm KHM 124)",Claude (model knowledge),
655,The Wise Brothers,Tales of Magic,Supernatural Power or Knowledge,active,—,Claude (model knowledge),
656-659,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,
660,The Three Doctors,Tales of Magic,Supernatural Power or Knowledge,active,"""Die drei Feldscherer"" / ""The Three Army Surgeons"" (Grimm KHM 118)",Claude (model knowledge),
661-669,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,
670,The Man Who Understands Animal Languages,Tales of Magic,Supernatural Power or Knowledge,active,"""Die weiße Schlange"" partial overlap (554); 1001 Nights; South Asian variants; Icelandic sagas",Claude (model knowledge),
671,The Three Languages,Tales of Magic,Supernatural Power or Knowledge,active,"""Die drei Sprachen"" / ""The Three Languages"" (Grimm KHM 33, overlap with 517)",Claude (model knowledge),
672,The Serpent's Crown,Tales of Magic,Supernatural Power or Knowledge,active,European serpent-king variants; related to Nordic draug and Slavic ognevka traditions,Claude (model knowledge),
673,The White Serpent's Flesh,Tales of Magic,Supernatural Power or Knowledge,active,"""Die weiße Schlange"" / ""The White Snake"" (Grimm KHM 17); Welsh ""Gwion Bach"" / Taliesin tradition; Icelandic Sigurðr and Fáfnir",Claude (model knowledge),
674,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,
675,The Lazy Boy,Tales of Magic,Supernatural Power or Knowledge,active,"""Pinto Smalto"" (Basile, Pentamerone V.3, partial); ""Der Faulpelz"" tradition; ""Emelya the Fool"" / ""Po shchuch'emu velen'yu"" / ""At the Pike's Command"" (Russian, Afanasyev)",Claude (model knowledge),
676,Open Sesame (Ali Baba),Tales of Magic,Supernatural Power or Knowledge,active,"""Ali Baba and the Forty Thieves"" (1001 Nights, Galland 1710s); ""Simeli Mountain"" / ""Simeliberg"" (Grimm KHM 142)",Claude (model knowledge),
677-679,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,
680-699,,Tales of Magic,Supernatural Power or Knowledge,unassigned,,,Largely unassigned range; end of Supernatural Power or Knowledge subsection.
700,Thumbling (Tom Thumb),Tales of Magic,Other Tales of the Supernatural,active,"""Daumesdick"" / ""Thumbling"" (Grimm KHM 37); ""Tom Thumb"" (English, chapbook tradition from 1621); ""Le Petit Poucet"" (Perrault, overlap with 327B); ""Issun-bōshi"" (Japanese); Nordic ""Tom Tit Tot"" partial overlap",Claude (model knowledge),Tiny-hero tale type widespread across Indo-European and East Asian traditions.
701-704,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
705,The Precocious Embryo (Miraculous Birth),Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
706,The Maiden Without Hands,Tales of Magic,Other Tales of the Supernatural,active,"""Das Mädchen ohne Hände"" / ""The Girl Without Hands"" (Grimm KHM 31); ""Penta dalle mani mozze"" / ""Penta of the Chopped-Off Hands"" (Basile, Pentamerone III.2); ""La Manekine"" (13th-c. French romance); ""Biancabella"" (Straparola); ""Doralice"" tradition",Claude (model knowledge),
707,The Three Golden Children (The Three Golden Sons),Tales of Magic,Other Tales of the Supernatural,active,"""The Dancing Water, the Singing Apple, and the Speaking Bird"" (Sicilian, Gonzenbach); ""Les Fées"" overlap; ""The Wicked Sisters"" tradition; ""Ancilotto, King of Provino"" (Straparola, Piacevoli Notti IV.3); ""Princess Belle-Etoile"" (d'Aulnoy); ""The Two Sisters Who Envied Their Cadette"" (1001 Nights)",Claude (model knowledge),The 'calumniated wife' tale with magical children; one of the most widely distributed tale types.
708,The Wonder-Child,Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
709,Snow White,Tales of Magic,Other Tales of the Supernatural,active,"""Schneewittchen"" / ""Snow White"" (Grimm KHM 53); ""La schiavottella"" / ""The Young Slave"" (Basile, Pentamerone II.8); ""Myrsina"" (Greek); ""Bella Venezia"" (Italian); ""Nourie Hadig"" (Armenian); ""The Glass Coffin"" (Grimm KHM 163, partial)",Claude (model knowledge),
710,Our Lady's Child (Mary's Child),Tales of Magic,Other Tales of the Supernatural,active,"""Marienkind"" / ""Mary's Child"" (Grimm KHM 3)",Claude (model knowledge),
711,The Beautiful and the Ugly Twin,Tales of Magic,Other Tales of the Supernatural,active,"Norwegian ""Tatterhood"" / ""Lurvehette"" (Asbjørnsen & Moe)",Claude (model knowledge),
712,Crescentia (The Slandered Wife),Tales of Magic,Other Tales of the Supernatural,active,"""Crescentia"" legend (medieval European); ""Genevieve of Brabant"" (medieval legend); Chaucer's ""Man of Law's Tale"" (Constance) as literary analogue",Claude (model knowledge),
713-714,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
715,The Half-Chick (Demi-coq),Tales of Magic,Other Tales of the Supernatural,active,"""Demi-coq"" (French); ""Medio Pollito"" (Spanish/Latin American); ""Kokerikooki"" (various)",Claude (model knowledge),
716-719,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
720,The Juniper Tree (My Mother Slew Me),Tales of Magic,Other Tales of the Supernatural,active,"""Von dem Machandelboom"" / ""The Juniper Tree"" (Grimm KHM 47, in Low German); ""The Milk-White Dove"" / ""The Rose-Tree"" (English, Jacobs); ""The Satin Frock"" (English)",Claude (model knowledge),
721-724,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
725,The Dream,Tales of Magic,Other Tales of the Supernatural,active,"""Der Traum"" variants; Joseph-in-Egypt biblical echo (Genesis 37, literary antecedent); ""The Boy Who Dreamed He Would Marry the Princess""",Claude (model knowledge),
726,The Oldest on the Farm,Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
727-734,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
735,The Rich Man's and the Poor Man's Fortune,Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
736,Luck and Wealth,Tales of Magic,Other Tales of the Supernatural,active,"""Hans im Glück"" / ""Hans in Luck"" (Grimm KHM 83, partial — but 83 is more commonly 1415)",Claude (model knowledge),Overlap/confusion with 1415 possible.
737-744,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,
745,Hatch-Penny,Tales of Magic,Other Tales of the Supernatural,active,—,Claude (model knowledge),
746-749,,Tales of Magic,Other Tales of the Supernatural,unassigned,,,End of Tales of Magic category. Catalogue resumes at 750 opening the Religious Tales category.
751,The Greedy Peasant Woman,Religious Tales,God Rewards and Punishes,active,"""Die Spinnerin"" variants; punishment-by-transformation tales",Claude (model knowledge),
752,Christ and the Smith,Religious Tales,God Rewards and Punishes,active,"""Christ and the Smith"" / ""Der Schmied und der Teufel"" partial overlap; Swedish ""Smeden och djävulen""",Claude (model knowledge),
753,Christ and the Smith (Reforging the Old into Young),Religious Tales,God Rewards and Punishes,active,"""The Rejuvenated Old Woman"" tales; Swedish and Finnish blacksmith-of-youth variants",Claude (model knowledge),Sometimes classified with 752.
754,The Happy Friar,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
755,Sin and Grace (The Childless Woman),Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
757,The King's Haughtiness Punished,Religious Tales,God Rewards and Punishes,active,"""The Proud King"" variants; legend of Robert of Sicily (medieval English)",Claude (model knowledge),
758,The Various Children of Eve,Religious Tales,God Rewards and Punishes,active,"""Die ungleichen Kinder Evas"" / ""Eve's Various Children"" (Grimm KHM 180)",Claude (model knowledge),
759,God's Justice Vindicated (The Angel and the Hermit),Religious Tales,God Rewards and Punishes,active,"""The Hermit"" (Thomas Parnell's poem, 1721, literary) adapted from earlier tradition; medieval exempla traditions; 1001 Nights analogues",Claude (model knowledge),
760,,Religious Tales,God Rewards and Punishes,unassigned,,,
761,The Cruel Rich Man as the Devil's Horse,Religious Tales,God Rewards and Punishes,active,—,Claude (model knowledge),
762,Woman with Three Hundred Sixty-Five Children,Religious Tales,God Rewards and Punishes,active,Medieval legend of Countess Margaret of Henneberg,Claude (model knowledge),
763,The Treasure Finders Who Murder One Another,Religious Tales,God Rewards and Punishes,active,"""The Pardoner's Tale"" (Chaucer, Canterbury Tales, literary descendant, c. 1387); ""Pecorone"" (Ser Giovanni, Italian); Oriental antecedents in the Jataka tales",Claude (model knowledge),
764-765,,Religious Tales,God Rewards and Punishes,unassigned,,,
766,The Seven Sleepers,Religious Tales,God Rewards and Punishes,active,"""The Seven Sleepers of Ephesus"" (Christian hagiographic legend; also in Qur'an, Surah 18 as 'Companions of the Cave')",Claude (model knowledge),
767,,Religious Tales,God Rewards and Punishes,unassigned,,,
768,St. Christopher and the Christ Child,Religious Tales,God Rewards and Punishes,active,Saint Christopher hagiographic tradition (medieval Western Christianity),Claude (model knowledge),
769,Child Returning from the Dead,Religious Tales,God Rewards and Punishes,active,"""Das Totenhemdchen"" / ""The Burial Shirt"" (Grimm KHM 109)",Claude (model knowledge),
770-774,,Religious Tales,God Rewards and Punishes,unassigned,,,
775,Midas' Short-Sighted Wish,Religious Tales,God Rewards and Punishes,active,"King Midas (Ovid, Metamorphoses XI); Greek myth tradition",Claude (model knowledge),
776-779,,Religious Tales,God Rewards and Punishes,unassigned,,,End of God Rewards and Punishes subsection.
780,The Singing Bone,Religious Tales,The Truth Comes to Light,active,"""Der singende Knochen"" / ""The Singing Bone"" (Grimm KHM 28); ""The Twa Sisters"" (Child ballad 10); ""Binnorie"" / ""The Cruel Sister""; ""Murder Will Out"" tradition; Sicilian and Basque variants",Claude (model knowledge),
781,The Princess Who Murdered Her Child,Religious Tales,The Truth Comes to Light,active,—,Claude (model knowledge),
782,Midas and the Ass's Ears,Religious Tales,The Truth Comes to Light,active,"King Midas and his ass ears (Ovid, Metamorphoses XI); also in Hyginus, Fabulae",Claude (model knowledge),
783-784,,Religious Tales,The Truth Comes to Light,unassigned,,,
785,Who Ate the Lamb's Heart?,Religious Tales,The Truth Comes to Light,active,"""Brother Lustig"" / ""Bruder Lustig"" (Grimm KHM 81, partial); ""The Pilgrim's Heart"" variants",Claude (model knowledge),
786-789,,Religious Tales,The Truth Comes to Light,unassigned,,,
790-799,,Religious Tales,The Truth Comes to Light,unassigned,,,End of The Truth Comes to Light subsection.
800,The Tailor in Heaven,Religious Tales,Heaven,active,"""Der Schneider im Himmel"" / ""The Tailor in Heaven"" (Grimm KHM 35)",Claude (model knowledge),
801,Master Pfriem,Religious Tales,Heaven,active,"""Meister Pfriem"" / ""Master Pfriem"" (Grimm KHM 178)",Claude (model knowledge),
802,The Peasant in Heaven,Religious Tales,Heaven,active,"""Der Bauer im Himmel"" / ""The Peasant in Heaven"" (Grimm KHM 167)",Claude (model knowledge),
803,Satan's Chains Loosed on Good Friday,Religious Tales,Heaven,active,—,Claude (model knowledge),
804,Peter's Mother Falls from Heaven,Religious Tales,Heaven,active,"""The Onion"" / ""Lukovka"" (cited in Dostoevsky's The Brothers Karamazov as a parable); Russian folk-legend tradition",Claude (model knowledge),
805,Joseph and Mary Threaten to Leave Heaven,Religious Tales,Heaven,active,—,Claude (model knowledge),
806-809,,Religious Tales,Heaven,unassigned,,,End of short Heaven subsection.
